"id","USyV","Suelos","Grad_Pend","P_sum","Esc_sum","Agua_D","Agua_D_log","P_cat","Esc_cat","Agua_D_cat","cobertura","suelo","pendiente","precipitacion","escorrentia","aporte"
125,"Bosque de Encino","Cambisol","6°-15°",1203475.08044434,278230.353210449,6136411.73,15.6297508834568,"Media","Baja","Media","forestal_conservada","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_medio"
126,"Bosque de Encino","Cambisol","6°-15°",2215381.50598145,500547.102081299,5405519.46,15.5029312967416,"Alta","Media","Media","forestal_conservada","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_medio"
127,"Bosque de Encino","Cambisol","15°-35°",1082303.70349121,251731.125671387,251731.13,12.4361208249432,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_media","esc_baja","aporte_bajo"
128,"Bosque de Encino","Cambisol","15°-35°",984688.854614258,266389.818786621,266389.82,12.4927197575952,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
129,"Bosque de Encino","Cambisol","6°-15°",1471137.28308105,353626.207427979,353626.21,12.7759985581425,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_bajo"
130,"Bosque de Encino","Cambisol","6°-15°",1616951.14904785,374334.278137207,374334.28,12.8329071453951,"Media","Media","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_bajo"
131,"Bosque de Encino","Cambisol","6°-15°",1961730.97167969,452661.916717529,5858181.38,15.5833499393778,"Media","Media","Media","forestal_conservada","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_medio"
132,"Bosque de Encino","Cambisol","6°-15°",277845.198120117,65928.863571167,1051738.39,13.8659559134532,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_bajo"
133,"Bosque de Encino","Cambisol","6°-15°",2530375.69189453,639626.402328491,2792712.35,14.8425242080814,"Alta","Media","Media","forestal_conservada","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_medio"
134,"Bosque de Encino","Cambisol","15°-35°",1502074.0657959,440394.552246094,440394.55,12.9954285793291,"Media","Media","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_media","esc_media","aporte_bajo"
135,"Bosque de Encino","Cambisol","15°-35°",2509594.69689941,600224.673339844,8676579.35,15.9761380401164,"Alta","Media","Media","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_alta","esc_media","aporte_medio"
136,"Sec Bosque Templado","Luvisol","15°-35°",1347630.68115234,363224.154998779,363224.15,12.8027781689066,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_media","esc_baja","aporte_bajo"
137,"Bosque de Encino","Cambisol","6°-15°",3492631.89929199,820132.933258057,7884794.33,15.8804468211622,"Alta","Media","Media","forestal_conservada","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_medio"
138,"Bosque de Encino","Cambisol","6°-15°",2846560.92492676,701883.577636719,890068.4,13.6990547161963,"Alta","Media","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_bajo"
139,"Bosque de Encino","Cambisol","15°-35°",2471001.59533691,667165.600402832,667165.6,13.4107950688216,"Alta","Media","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_alta","esc_media","aporte_bajo"
140,"Sec Bosque Templado","Luvisol","15°-35°",2064953.97473145,562132.051391602,562132.05,13.2394938446287,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_alta","esc_media","aporte_bajo"
141,"Sec Bosque Templado","Luvisol","15°-35°",1428177.16455078,373084.138458252,935216.19,13.748534070066,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_media","esc_media","aporte_bajo"
142,"Sec Bosque Tropical","Luvisol","6°-15°",1759239.13806152,557069.45803833,14132454.14,16.4639844932828,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_medio"
143,"Bosque de Encino","Cambisol","15°-35°",2078024.33300781,503262.35824585,2478887.97,14.7233210217932,"Alta","Media","Media","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_alta","esc_media","aporte_medio"
144,"Sec Bosque Templado","Luvisol","15°-35°",3221306.57348633,890927.020263672,890927.02,13.7000189175555,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_alta","esc_media","aporte_bajo"
145,"Sec Bosque Templado","Regosol","15°-35°",1041048.15539551,275308.373352051,9390351.01,16.0551933382347,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_medio"
146,"Pastizal","Luvisol","3°-6°",456220.80078125,156046.308654785,14825149.73,16.5118356700814,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
147,"Sec Bosque Tropical","Luvisol","6°-15°",1086514.33850098,339568.173126221,16248335.23,16.6035010756521,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_medio"
148,"Sec Bosque Templado","Luvisol","15°-35°",4648308.81152344,1204521.34146118,1204521.34,14.0015936479801,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_alta","esc_alta","aporte_bajo"
149,"Sec Bosque Templado","Regosol","6°-15°",1620243.84692383,414532.443634033,414532.44,12.9349089258161,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
150,"Sec Bosque Templado","Luvisol","15°-35°",4017405.86364746,1169397.54803467,1169397.55,13.9720001147708,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_alta","esc_alta","aporte_bajo"
151,"Pastizal","Luvisol","6°-15°",1067961.8939209,346392.824584961,1536763.36,14.2451896991212,"Media","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_medio"
152,"Bosque de Encino","Cambisol","6°-15°",2993142.00488281,789951.270690918,789951.27,13.5797278048965,"Alta","Media","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_bajo"
153,"Sec Bosque Tropical","Regosol","6°-15°",426489.11340332,136006.993896484,4758596.15,15.3754634663836,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
154,"Pastizal","Luvisol","6°-15°",2428424.08300781,665201.625854492,1869722.97,14.4413013683097,"Alta","Media","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_medio"
155,"Agricultura","Luvisol","1°-3°",218485.095703125,75814.2282409668,1563613.85,14.2625109101697,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_baja","esc_baja","aporte_medio"
156,"Sec Bosque Tropical","Luvisol","6°-15°",1491282.63427734,507070.650512695,4160745.09,15.2412049647141,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_medio"
157,"Sec Bosque Tropical","Regosol","6°-15°",1985207.77331543,638525.015533447,5682857.72,15.5529649598611,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
158,"Sec Bosque Tropical","Regosol","15°-35°",1263214.58154297,363127.747344971,7265287.7,15.7986185926691,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_medio"
159,"Sec Bosque Tropical","Regosol","6°-15°",1412683.66003418,423986.161376953,6902159.95,15.7473451016959,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
160,"Pastizal","Luvisol","6°-15°",2954167.18786621,947513.529449463,3653674.44,15.1112441887676,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_alta","esc_alta","aporte_medio"
161,"Pastizal","Luvisol","6°-15°",1273511.03369141,389644.984222412,389644.98,12.8729938622674,"Media","Media","Baja","agropecuaria","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_bajo"
162,"Bosque de Encino","Cambisol","6°-15°",3727139.62487793,960345.568359375,960345.57,13.7750495087121,"Alta","Alta","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_alta","esc_alta","aporte_bajo"
163,"Pastizal","Luvisol","6°-15°",2449971.0045166,803725.342468262,803725.34,13.5970141170867,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_bajo"
164,"Pastizal","Luvisol","6°-15°",1065291.81335449,359421.736694336,2135969.42,14.5744316306517,"Media","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_medio"
165,"Pastizal","Luvisol","6°-15°",925414.694580078,289231.417297363,4966531.23,15.418232414096,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
166,"Bosque de Encino","Regosol","6°-15°",1501559.7734375,398981.469360352,931624.56,13.744686253284,"Media","Media","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
167,"Sec Bosque Tropical","Phaeozem","6°-15°",1994823.61425781,660849.337585449,10462754.24,16.1633323891812,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_alta","esc_media","aporte_medio"
168,"Sec Bosque Tropical","Regosol","15°-35°",507536.225219727,154531.74041748,154531.74,11.9481612622554,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
169,"Pastizal","Luvisol","6°-15°",1058340.23022461,356295.597015381,1332294.2,14.1024137271496,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_bajo"
170,"Pastizal","Luvisol","6°-15°",11548267.7122803,3946624.24389648,27261269.68,17.1209775964992,"Alta","Alta","Alta","agropecuaria","suelo_infiltracion_media","pend_media","prec_alta","esc_alta","aporte_alto"
171,"Sec Bosque Tropical","Phaeozem","6°-15°",791865.307861328,266682.153594971,10729436.39,16.1885016798678,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_medio"
172,"Pastizal","Regosol","15°-35°",790806.666748047,227406.477813721,1159031.04,13.9630957664609,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
173,"Pastizal","Luvisol","6°-15°",856883.072387695,286909.367401123,1619203.57,14.2974455804527,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
174,"Pastizal","Cambisol","6°-15°",954365.647094727,326143.017425537,3113811.14,14.9513583020033,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
175,"Sec Bosque Tropical","Regosol","6°-15°",1492199.79858398,458425.995269775,12139324.62,16.3119607918055,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
176,"Pastizal","Luvisol","6°-15°",2544320.12316894,869790.157287598,2407980.72,14.6942994940199,"Alta","Media","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_medio"
177,"Sec Bosque Tropical","Luvisol","6°-15°",2296028.69067383,714870.276672363,36236147.3,17.405567750378,"Alta","Media","Alta","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_alto"
178,"Pastizal","Regosol","15°-35°",2041334.63305664,606285.870758057,5715210.93,15.5586419376381,"Alta","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_medio"
179,"Pastizal","Luvisol","1°-3°",954110.322631836,327444.996673584,327445,12.6990784349662,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_media","pend_baja","prec_baja","esc_baja","aporte_bajo"
180,"Sec Bosque Tropical","Cambisol","6°-15°",710031.724121094,230108.99609375,5108925.06,15.4464997757087,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
181,"Pastizal","Phaeozem","1°-3°",772879.707763672,230100.466888428,48995438.4,17.7072377782739,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_alto"
182,"Pastizal","Phaeozem","1°-3°",3515727.44287109,1199744.98693848,22623005.2,16.9344779199102,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_alta","aporte_medio"
183,"Sec Bosque Tropical","Regosol","6°-15°",1035579.9486084,301516.619293213,301516.62,12.6165837345695,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
184,"Sec Bosque Tropical","Regosol","6°-15°",1540425.64868164,540945.410339355,3219865.43,14.9848504352938,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
185,"Sec Bosque Tropical","Regosol","15°-35°",1916803.1829834,593530.271881104,593530.27,13.2938451790913,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
186,"Sec Bosque Tropical","Regosol","6°-15°",287687.37890625,93368.5971374512,2269010.88,14.634854999535,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
187,"Pastizal","Phaeozem","1°-3°",5060309.29016113,1689964.15060425,2156064.85,14.5837957532162,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_alta","aporte_medio"
188,"Pastizal","Phaeozem","1°-3°",1379262.77966309,417968.096099854,1146373.3,13.9521147372406,"Media","Media","Baja","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_media","aporte_bajo"
189,"Sec Bosque Tropical","Regosol","15°-35°",2719733.16967773,784872.508178711,1303648.74,14.0806783810937,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_bajo"
190,"Pastizal","Phaeozem","1°-3°",961838.91015625,306725.740081787,1453099.04,14.1892097908361,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
191,"Sec Bosque Tropical","Regosol","15°-35°",1689241.43383789,552996.784210205,1194783.71,13.9934765681214,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
192,"Agricultura","Phaeozem","1°-3°",3481853.23083496,1154038.16195679,6316456.73,15.6586691232327,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_alta","aporte_medio"
193,"Pastizal","Regosol","6°-15°",2856047.17492676,813731.251220703,53931599.83,17.8032271503514,"Alta","Media","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_alto"
194,"Sec Bosque Tropical","Regosol","15°-35°",2464115.2545166,686224.718994141,686224.72,13.4389618904878,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_bajo"
195,"Sec Bosque Tropical","Regosol","15°-35°",2372320.16625977,659591.707489014,659591.71,13.3993778174537,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_bajo"
196,"Pastizal","Regosol","1°-3°",1859450.71264648,540099.659515381,540099.66,13.1995108085762,"Media","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_media","esc_media","aporte_bajo"
197,"Pastizal","Phaeozem","1°-3°",4421870.84594727,1455899.11395264,1455899.11,14.1911348996161,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_alta","aporte_medio"
198,"Sec Bosque Tropical","Regosol","6°-15°",3187601.87402344,1036619.26785278,1343245.42,14.1105999434098,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_bajo"
199,"Sec Bosque Tropical","Regosol","15°-35°",5541228.53527832,1622475.94549561,2308700.66,14.6521958725395,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_medio"
200,"Sec Bosque Templado","Regosol","6°-15°",1678696.49902344,476164.915222168,2807450.76,14.8477877829004,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
201,"Sec Bosque Templado","Regosol","15°-35°",1254054.17272949,347901.272674561,3155352.03,14.9646109431017,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_medio"
